epoch,energy,BC_T,BC_gradT
0.00e+00,5.16e+00
1.00e+02,3.29e-02
2.00e+02,1.09e-02
3.00e+02,1.03e-02
4.00e+02,1.02e-02
5.00e+02,1.02e-02
6.00e+02,1.01e-02
7.00e+02,1.01e-02
8.00e+02,1.00e-02
9.00e+02,9.94e-03
1.00e+03,9.86e-03
